GeneID	S01	S02	S03	S04	S05	S06	S08	S09	S10	S14	S16	S17	S19	S21	S22	S24	S25	S07	S13	S15	S20	S30	S31	S33	S34	S39	S40	S43	S161	S229	S314	S435	S1179	S1219	S1364	S1377	S1402	S2381
CNOT1	0.188263050484504	0.754668262942494	0.353144909463414	0.389400792545506	0.799710974633248	0.335511363953465	0.128267812627724	0.56269218084223	0.0458413356505796	0.704056311401193	0.300035254317986	0.425019404917597	0.27433236153012	0.063215582866373	0.301964155856735	0.734755492446804	0.195144031919564	0.307551421355753	0.0227639419551021	0.913536857704194	0.383269511932162	0.411736306593959	0.608114412336757	-0.278398872547397	0.522499551993464	-0.0732156180187071	0.168392518325748	0.485723171398194	0.517506488244384	0.550642802006909	0.422580359267145	0.924471944732505	0.311950377882639	0.188651786749554	0.427106402455049	0.312633911679563	0.272020006645306	0.0643065765923575
FTO	1.19397341434074	1.68633696508781	1.18682236806639	1.31098799180324	1.7491164791164	1.39024122983104	1.38928642188522	1.52662349186667	1.28590032821051	1.15285970461462	1.95533562344414	1.23941038455811	0.0667274345214996	0.825800674365738	1.21798483782908	1.10448035867843	1.42292982634355	1.17039649912288	0.227282795407208	2.02379881899384	2.19933730689813	0.67883053566951	1.49088144739089	1.5777296699892	1.14836015418779	1.54698799505034	0.753328773708594	1.23191316283168	1.12962461816931	1.69795495271887	1.26070437900637	0.889588765102948	1.60879296682619	0.870519548576645	0.9248292607402	0.542759921608757	1.14411359898656	1.4609877912564
NUFIP2	-0.981537711188728	-1.49321085793776	0.00863448471004694	-1.08957116648206	-1.29849361055821	-2.39458980983724	-1.30616197260791	-0.916878337627935	-1.31042660499062	0.016609505376547	-0.288378984773886	-1.63383596093384	0.0363684774484631	-1.08172929547626	-1.06534317132491	-1.97302157837092	-1.32645313694989	-0.689834713177213	-0.877568995662573	-0.211453811224212	-0.571371422829388	-0.784480816098132	-0.859013454298182	-0.989180316905581	-1.17785029607413	-2.0202642063584	-1.2705177692444	-2.03452328763362	-1.40226578490041	-0.336494860181717	-1.28302628839714	-1.52254953617336	0.0351967658000163	0.14994664205561	-0.842466624971493	-0.376407249618694	-0.439975947409063	-1.50915895417878
UGP2	-1.77077567819532	0.0441172166636055	-1.47078126729741	-0.33146479838181	0.651697351482241	0.557314118570872	-0.103849537196372	0.466775545516392	0.15604445922201	-1.05131006243786	-0.417327795465212	-0.039109982128999	0.182895027916319	-0.875982155879549	0.0271114096477375	0.0755098480463355	0.561728770435933	0.286628817738673	0.694333859883376	0.987211222727258	0.19464151741882	-1.0685729616822	-0.976899365841213	-0.294902368675515	-0.792767164943126	0.0100427318667279	0.22825311213402	0.951536669188549	0.528409621529454	-0.0515501738859069	0.394300657071711	-0.553720745881273	-1.07042084046085	-1.33708764365852	-0.655433601163757	-0.81978848999739	0.194059816933776	-0.00166591282260872
CLPTM1L	-0.123709457238449	-0.24092607311769	-0.741203416690715	-2.18594611373251	-0.38955648492427	-1.07680449275573	0.813823658529299	1.04125508957646	0.732150242957269	-1.11932105528396	0.456172343712013	0.449550081566728	0.489424414874268	-0.743154986000184	0.42191659195699	-1.09461941336669	-1.49505417472999	1.1756589134655	0.0429357786641034	1.68743418933214	1.10962562927543	-0.367466931851812	-0.00668751890769145	-0.890292187601823	-0.183168391060099	0.483870195014712	3.28732033241798	-1.76116099266462	-0.649393651194378	0.874855932288015	2.20459062351228	-1.8118744216459	-0.215735739010084	-0.744799373167893	-0.636149172395625	-1.64708193476184	2.79894720446445	-1.53370986713755
DNAJC2	0.270686010216817	-2.07193549293409	-0.500586882783912	-2.76644924517186	-0.227916319124989	-2.12358651048316	-2.21827302051126	-2.52997157141981	-2.2139961006675	-0.863174738825702	-2.7069494562072	-2.33940289036282	-0.979763994806535	-2.08635600577329	-2.02061480582713	-2.1813966279233	-2.66559093487248	-2.62846988095235	-3.58863930893307	-1.65243721247787	-1.98246734799806	-1.38889011706926	-1.46772355089715	-2.31236106999597	-1.9043406609119	-2.45768033269107	-2.38033883386441	-1.86032656271427	-0.950000999678612	-2.09428509298269	-2.14632378097876	-1.80313279570151	-1.52606175012986	-1.31643268374804	-1.393963567853	-1.78137109487624	-1.75551901087805	-2.38386419625367
TH1L	0.488268073303023	0.0398852606369903	0.0692841760317183	-0.419069014502035	0.363340559016381	-0.957797960921744	0.00100664079957169	0.387410057523803	-0.232983955888132	0.582656773263117	0.215963790044576	-0.0886745194579452	0.404636502539843	-0.592182487620373	0.0952496952107873	0.415789960464616	-0.852136362546927	0.407199564327073	0.197472415662205	0.669532346989641	-0.0615910573998426	0.388430533536383	-0.155444138323846	-0.666421381967595	0.0920716200428166	0.638921802734076	-0.314552704888809	0.608603431259404	0.652900343098241	0.512229902191356	0.599806557099346	-0.209646372452161	-0.588019677727483	0.483078689231309	0.71922481124226	-0.0752209875024051	0.373089300828085	0.0341539872856558
CTPS2	0.594208458136808	0.363608022768217	-0.361295885319126	0.0857391427348933	-0.0504942960339487	0.954003334521996	-0.40583562386317	-0.269905138396899	0.340837699026779	0.139938412235794	0.219741366654101	-0.313781215646209	-1.50170034760676	-1.23508156685994	-0.0776922077449906	1.29885631203512	-0.245073158608224	0.281035573599279	-0.601649367237694	0.189127184492442	0.717257601361937	0.825300349640286	0.587481244373542	0.46190774294607	1.02863919099722	0.669075652520659	1.03654995990833	0.596531784519705	0.00317532441262628	0.107356028550444	0.731349469561311	0.371886543333204	-0.216205893777346	0.573941267109195	-0.0100081866026268	0.186668273889367	0.6270144423013	-0.144823520659154
HSPA8	-0.177638640093529	-0.319839844660869	0.0612452542608315	-0.424600241347916	-0.013299463799894	-0.341208836273934	-0.359288052527878	-0.172826465966857	-0.269343710641742	-0.213885123919885	-0.158146935636042	-0.212619840458073	-0.457198971002087	0.0736269740630761	-0.0482656444146632	-0.185757498984695	-0.28480293897028	-0.18834457365505	0.126735978436605	-0.37563717365946	-0.098909059912488	-0.276330226407666	-0.428745427536484	-0.00796762091679225	-0.597319996009197	0.0167399584336717	-0.0214705797924664	-0.385382419406743	-0.218470900272266	-0.205360662182289	0.252647844840095	-0.37993509510801	-0.0809398265573496	-0.2799686469162	-0.347714360039145	0.0941060139378769	0.0434851268042974	-0.223726466146983
SEC31A	0.384794415214124	0.487267144183355	0.225465206518229	0.587222219518809	0.0322961174849739	0.528263895996113	-0.119337478067901	0.407604165018668	-0.211589105677858	0.187981434992669	0.270948660715801	0.540449532639025	0.4402841508252	1.19471454385498	0.0770991190059247	0.488162377465169	0.0357927512306166	0.14549561795678	0.178383055974882	0.240836266777128	0.0532852980515554	0.919275699738886	1.23747612450381	0.817089936589543	0.783336549062806	0.174472334431574	0.563821720399195	0.685045017275324	0.674080973229318	0.505312258424094	0.0417725210322029	0.499909963196825	0.327039904301649	0.675680536337069	0.168151540545487	0.129189779135732	0.411301655768829	0.490827390707805
