GeneID	S01	S02	S03	S04	S05	S06	S08	S09	S10	S14	S16	S17	S19	S21	S22	S24	S25	S07	S13	S15	S20	S30	S31	S33	S34	S39	S40	S43	S161	S229	S314	S435	S1179	S1219	S1364	S1377	S1402	S2381
GLT25D1	-1.99606248288725	-2.5529059614817	-2.17250594792725	-2.51653442175306	-2.32355207332822	-2.39713257203348	-3.63798860684095	-3.54849570852477	-4.2122997066048	-1.47599838268976	-4.15713138972999	-2.5392572324515	-2.41129648577649	-1.05354106596236	-3.66466501998597	-2.60338377971637	-2.24485653631132	-4.42911323823907	-3.81223453345996	-3.61535433486061	-4.4535710364767	-2.15460591785665	-1.66728817947577	-2.18610107099975	-1.78105717996248	-3.2683103008389	-2.23588436182278	-1.95866966808313	-2.09745007791776	-3.39524888303849	-2.64137788405741	-1.87779657170914	-2.17843234062113	-1.98897686524963	-2.61807092842046	-2.39301428523783	-2.83716408482627	-2.19183450071935
SKP1	-0.137329744291729	0.000933469572690961	0.0103225224158052	0.100856505786106	0.271641773385719	-0.0136687895952974	0.452064224265763	0.28252787533843	0.949258236760544	-0.0257213914487319	1.10386735742529	0.188725750783341	-0.0921491832028645	-0.113244287372206	0.731848462907829	0.321069651630459	0.220684589316807	0.676777932805334	1.56503190684647	0.417691237213066	0.96286719883005	0.365320212100952	0.383985794907966	0.641023810195519	0.686940395789977	2.17121231853622	0.316902633252652	-0.0277036956231526	0.311407670783392	0.410131788903314	1.57497071793289	0.11375772422431	-0.0510766544578497	0.382121177296929	0.351911211361715	0.499557768435459	0.591688082365726	0.291709360898073
ITGA6	-3.88699868127344	-4.84360587167521	-4.02734062565677	-4.65761405429586	-4.36936376696131	-3.10351987177114	-3.05677884383569	-4.84737080318566	-3.30870080371527	-4.56025427542337	-4.54267032993335	-3.78299787982103	-3.23001160823039	-2.71693946336588	-3.67229766648398	-5.08773768668354	-3.73754333433981	-3.53703656086611	-3.95042026832432	-4.81991192195915	-4.65101123366751	-4.14627249352748	-3.70676103933234	-3.53622248399525	-1.98364954902843	-3.75104632093	-1.39790690890689	-3.81923602928417	-3.68087714799904	-4.52648218965191	-3.67752364805672	-3.57981232684237	-4.86946157515738	-2.77787826009201	-3.69335789199971	-4.14811464796036	-4.57174406700201	-3.6819330965495
COPG2	-0.186457431531699	-0.00231615617183569	-1.22504840166849	-0.251449364510927	-0.0848964312059983	-0.220240185060607	-0.126517114872934	0.469451101142435	-0.00910589157481474	-0.103042199330658	-0.0684559820110983	0.125688196303325	0.259048182250556	-0.15324192987345	0.0498588921344914	-0.254708247428675	-0.24192111288912	-0.0720733964041649	-0.0611631764517786	0.418272107632085	0.302170125693795	0.505352017200816	0.497257651688501	-0.0815135430111094	-0.052497812512107	-0.250918624240869	-0.687233159219898	-0.205134100671376	-0.303407953790418	-0.268511068354548	-0.0633584649657146	-0.880360589650576	-0.652749463877156	-0.111328397247222	-0.68267390777808	0.0496575054705726	0.226190537926577	-0.12859481676719
SHS2	-0.0635830951856828	-0.151391306587156	-0.32141851719441	-0.583438508450342	-0.460688731501279	-0.401268122953653	-2.38616564870081	-2.86819631240188	-2.58979407319561	-1.5143056675024	-2.32290593508006	-2.5993695612769	-0.813073432441849	-2.03546159185887	-2.69846166222883	-0.6121721564874	-0.531524350215748	-2.73416692030147	-1.53118149038472	-2.29497290305906	-2.91846491141392	-1.76042952824049	-2.33554730588756	-1.48995777454925	-2.74729518757251	-1.16542749444364	-0.593321487590442	-0.872641854284585	-0.213914808328009	-2.04561424262995	-1.46950827258539	-0.569845811998361	-0.210700445874529	-2.49629020959432	-0.816088342019544	-1.03617243330407	-2.94859004103784	-1.4115251873858
GNB2L1	0.000166556746347588	-0.887269884376222	-0.0171853122169609	-1.21442787904605	-0.254123042433123	-1.01820742176164	-1.50357933734869	-1.03241854776263	-1.52569871911812	-0.495224304070085	-1.47331444672157	-1.1163302310945	-0.856616399889722	-0.466101006967921	-1.40002327147668	-0.678807209296169	-1.00715574085639	-1.28481685772228	-1.37908247365752	-1.07396787336643	-1.02808551387256	-0.838386113419251	-1.05069376015589	-0.641643806057264	-0.907777891028164	-1.14004272879753	-0.722940345990005	-0.753125926606084	-0.992134411931167	-0.765093542552335	-0.978807718177335	-0.794851617368537	-0.145578431934639	-0.730300809848302	-0.510983898171563	-0.580282919245794	-0.91137210741595	-1.10737587215865
YWHAH	0.0430858114659218	1.16953400599514	0.507181039748991	1.39544996370429	0.472434263566038	0.72843724075911	0.153748787683836	0.806212343692384	0.612850338930692	0.206345827369689	0.986148005065949	0.753074339901883	0.100105099494031	0.302646796135492	0.621812935198301	0.96442685712519	2.34244971045747	0.579288603066965	1.06607331153138	0.832584120584852	1.20523052837388	-0.207856736219795	-0.185116143227489	0.0575862962329413	-0.645573106005282	1.04824879295726	0.69997802268314	0.885413755729367	0.775415550286118	0.570648437715036	0.951113531839208	0.791939194731054	1.27741687001193	-0.0618830377305203	0.762019096930231	0.78144223260813	0.594325002640705	1.52842687459082
ATP2C1	-0.902426985594892	0.22167265353515	-0.549958203900076	0.13147623740141	-0.592291220969762	-0.453933748442668	-0.937305570051203	1.21000866651333	-0.713966206133317	0.0365550373603836	-0.787362810543433	-0.475009832752922	0.525503282109729	-0.601760855065075	-0.933695319038935	-0.289410998813302	-0.482033341592011	-1.12760658798785	0.583040194970887	0.39168613604756	-0.36329304964511	-0.422774378124655	-0.199689893773434	-0.387877589190033	0.00243115971241363	-0.790373936924303	-0.92313432034894	-1.12830053141343	-0.429050329250539	1.24827219516743	-0.89165247677166	-0.490708589032667	0.0665846509400217	0.592175825354549	-0.534257677029514	-0.28434877239083	0.213895084374943	-0.719078762684663
CYB5A	-0.944932086267099	0.511649761907996	-0.218715761519021	0.215186790552745	1.35734996674797	0.994482592706644	0.191839924013535	-0.13241428617405	0.344987943776599	0.0212556250135277	0.131232901623358	0.950084171696248	0.498354901634592	2.89980597158314	0.601624062077108	-0.0543293630273787	-0.397629418701946	-0.336751672836337	1.81115988825367	0.786907484552693	0.808275405146123	3.24479445634305	0.812906614748583	0.520809488408618	0.437026673337224	1.68638227662654	1.081098398489	0.245472661210912	0.550784876045953	-0.277084408399697	-0.0916093158037608	0.759769991578445	0.511624098463764	0.0807170346246808	0.343388281511036	0.274425494286615	-0.527204637733712	-0.534456060564651
LASP1	-0.252660089918601	0.0955625894638365	-0.897731612050266	0.0138697129797649	-1.66923345147411	0.280554903585086	2.22753030007415	0.706211251630912	1.84588825050453	0.805399932153183	2.10943546262289	1.12076947897723	0.491099218587459	0.913032530468597	1.45788244248874	0.313968091871884	-0.0267575419340437	1.66875813823272	0.379082047467318	1.18514676825275	1.4414388764729	1.09275249321245	0.849617803101907	1.27149327553469	0.964637132102226	0.417491794243009	0.792874059120703	0.598115504437416	-0.141424961351281	0.151813868841439	1.67897955660056	0.355713990378948	0.500313194497295	0.741403967212408	1.12404534696179	0.921285709057934	0.567028735082253	0.729109277504853
SF3A2	0.127827532651426	-0.218119559825556	0.406779477030645	-0.364582364364495	0.0336577071338122	0.198977425858431	-0.345884042673821	0.29143936534169	-0.453012420648249	-0.0312962505641176	0.0896365631151683	-0.0614162556672342	0.0085771019679687	-0.098743592773053	-0.415677439705811	0.0727528847126448	-0.702354014192755	0.404561722809122	-0.216685900271572	0.0955832960581446	-0.44174935101621	0.231811488567523	0.0217813168752243	0.156466283240917	0.37955314366632	-0.186649879726899	0.320594162951395	0.0838775005372456	0.168694763862058	0.68922229631173	-0.108189464086921	0.039322474405459	0.0248637186158856	0.076523838702842	-0.439354447166398	-0.256048259615171	0.336152984857422	-0.518474458882041
NUP85	0.169251284676479	-0.577940474654439	-0.0649401352695515	-0.717126627734531	-0.244401092565991	-0.995663673007922	-0.743992661970389	-0.456355211704682	-1.0660621337928	-0.0608687679273187	-0.922521186122979	-0.964126461789085	-0.23952925524927	-0.986399103708649	-1.19502458185853	-0.218591255210671	-1.02412776389583	-0.717688350169298	-0.983792407130601	0.507240294876617	-0.597045680280395	-0.46640554759326	-0.866419080780783	-1.15158345564568	-0.67926130461644	-1.05548720144251	-1.20867374423383	-0.465307242842557	-0.36272856847904	-0.158001033215399	-0.814748191752699	-0.245461021026361	-0.0521865553082832	0.108728412221099	-0.0654421499231808	0.260735738573651	-0.433304471151413	-0.982588704398979
SDCBP	-0.743705362342393	0.188305597219781	-0.237806161686529	0.603357320417662	0.581874095473245	1.41742547736401	0.367847256141461	-1.24578299456344	0.103116189230329	0.0392744791346174	0.554641365573433	0.315767172137561	-0.798969958027659	0.743710771685971	0.876685983935054	1.30482794323656	1.30672171507403	-0.738174818781867	0.49614912102652	-1.20571350124663	-1.0614631245563	0.620133650098552	0.515219295000507	0.47614280676367	-0.165148472484029	0.56838956679336	1.48031574848111	0.867480127129926	1.42677712651572	-0.133618001247635	1.64927987963238	1.11745288816322	-0.224762977048107	0.650390653863081	1.69321872913265	0.550856934540105	-1.48708615643555	0.997061397323362
DNPEP	0.295936823422914	-0.605318475156597	-0.550617429789349	0.241929874716209	-1.50480724324049	-0.00275542794566307	-0.559616237189653	-0.675988486619819	-0.451566868512188	-1.34069826035162	-1.22473551022448	-0.746329987333192	0.458577711411368	-1.51866219886651	-0.88976492600146	-0.372029280399958	-0.510811420694799	1.20579174583048	0.111633540142862	0.10868573440528	-1.93162211683841	0.00338407076646644	-0.175135739185406	0.691930862660834	0.144817887765877	0.273378652019982	-0.413364818499424	-0.4292185978984	-0.653963510681517	0.172372944331635	-1.33650398047338	-0.0561820628525411	-0.516701380495635	-0.0709054669298524	-0.168517097677628	-0.562439666342129	0.0701161052738403	-0.602010196000936
RPN1	-0.321648713410037	-0.319808213221747	-0.518675858167125	-0.68526069834285	0.926624791059375	-0.237320924770862	-0.58798563853837	-0.532565181324326	-0.87522897467786	-0.0545031674819958	-0.565448296780404	-0.220277709484206	0.777709755778602	0.343332005875608	-0.233162703920792	-0.312946591214196	-0.747784511457859	-0.703550099650448	0.0348074544250838	-0.603922328027348	-0.696310791411696	0.256292839934385	0.418822662630309	-0.431038766394702	0.0268825673512429	-0.595233252805053	-0.0491646319264261	-0.310204226849633	-0.22994109787183	-0.175055102535511	-0.409231202750241	0.417695656455137	-0.401782468921166	-0.17178987071948	0.0557773631310091	-0.10673972216356	-0.278961786053819	-0.310458816170021
TARS2	-0.385903179925267	-1.55822031267157	-1.17456973805846	-2.23459098865578	-0.728302890228774	-1.06695285687967	-1.21448500943139	-1.61823974674415	-1.51455941227537	-0.433901710606642	-1.67674623357129	-1.97016047549055	-0.460196231023175	-1.53253808982968	-1.79182253589974	-1.76892802131783	-1.09784396593933	-1.46956134101144	-1.40578061307537	-0.835178603837109	-1.52600771918668	-1.95712034108567	-1.57543859118502	-1.31523095438687	-1.26364192401342	-0.692294674914133	-1.64290230077503	-2.11679174654354	-1.33324402434728	-1.2560609633484	-0.548501429607261	-0.969443111607227	-1.35829589429296	-0.0378266172549031	-0.706534467601117	-0.832756108900374	-0.906419366250531	-1.51610633801255
EPS15	-0.464002339647794	-0.799477913759456	-0.359275647373043	-0.516296801547147	-0.020831887323975	0.526556374345619	-1.56818405574075	-1.59661592174564	-0.994841155725563	-1.14567256742181	-1.60136191609259	-1.52838650256673	-0.426560066478973	-0.332661529455216	-1.72254153654371	-0.518777546968625	-1.05172136438937	-1.23727240844173	0.169582422868655	-0.257449984779728	-1.34852769541599	-0.157940496177378	0.105143332716006	0.561569312910073	-0.0768590398942989	-1.23486298249786	-0.213447231781839	0.0631567384524497	-0.0163277085221562	-0.905390795972474	-1.02022768547021	-0.215341010949639	-1.04338750645463	-0.231799683800032	-1.64323480326068	-0.69016103749753	-0.932859769657479	-0.278179624505532
CYCS	0.305661878236226	0.465754021305803	0.980483750712882	1.37692767610542	1.04754327335644	-0.108762288610048	-0.434327780121619	0.101162303140226	-0.0222356006158877	-0.0891466580881706	-0.603210602454011	-0.351643236537014	1.09308866557614	0.0472153706004933	-0.623198376753226	0.0958523550445953	1.88381393397338	-0.921321091240753	1.0209829702782	-1.35054239744436	0.727590773813427	0.648426222900138	0.397372617834756	0.21285619936722	-0.351264721718762	0.514528370258282	0.224501458566825	-0.259296091747314	0.316505569376521	0.237275735085105	0.0874462963037573	0.223497924006751	0.758366429137171	-0.559727109230469	-0.646503677850233	-0.306164125582893	0.495386272980956	1.33380545102806
IPO8	-0.164063242451565	-0.388797286770055	-0.0875181309712926	-1.1840653179056	0.692368935594572	-1.00951560250476	-0.948288783406	-1.66331267096344	-0.862712236832101	-0.248820406313667	-0.516359875203286	-1.44050595773568	-1.51739386183234	-0.8581061016223	-0.55928303028924	-0.00618012882678931	-1.28261280721083	-0.555646953373192	-1.0122574600263	-0.900564905362116	-0.95574321341539	-0.0764441338112486	-0.856222998624862	-1.44428719639083	-0.672493857069103	-1.30080406173732	-0.396245619192759	-0.710951570566583	-0.240329961092587	-0.803323681028471	-1.46932957853001	-0.683177927384364	-0.501495073906803	-0.880040835693552	-0.38565402713779	-0.236160058487047	-1.5557951713648	-0.646027223229277
YWHAB	-0.161212903308855	0.407071288706981	0.262517330885548	0.669152230353714	0.624672908154458	0.514771873094041	0.934719069565052	0.725218386996976	1.07978630260143	0.0430740043977136	0.839001758637754	0.823310746788329	-0.283971941541014	-0.112599058163488	0.908956367432033	0.400226731662353	1.41086633113059	0.672097429810417	0.788469082360983	0.893711688989396	1.19446898586408	0.408755928636517	0.127807863288863	0.518321796234057	0.568502567288913	0.794099313769943	0.567882372128504	0.191506688473021	-0.396515217857179	0.231799419551837	1.00165139189639	0.374770899114055	-0.765008349561252	-0.721564894209617	0.62587697340641	0.348090350474306	0.352141392585449	0.797086624752466
COS	-0.0748100422347384	-1.13784886004243	0.0985741115678149	-0.101330845761105	-0.439828879433908	0.190219627941153	-0.661911117930448	-0.203870031186956	0.128549653934736	-0.186814827530123	-0.318460208850367	-0.189931330776805	0.634267776319027	-0.00865318132625809	-0.404187534278094	-0.725075389410247	-0.8687044048762	-0.233518929770964	0.214736418867925	-0.234171989331795	-0.978505825429211	-0.232125286835322	-0.100766796751311	0.778517214554344	0.796592234232035	-0.155248885903176	0.243364785826385	-0.772895180380151	-0.58718536636837	-0.450139603788763	-0.52046901684931	0.105457500171261	0.170219989418174	-0.637685515094144	-0.499436922266787	-0.364013612979525	-1.03023296917876	-0.560619985835719
PSMF1	-1.34561184087803	0.412591827698396	0.0642409729507314	0.321547550863095	0.464867620674857	0.512588502699831	0.165792611170506	0.549299452185296	0.50546948090566	-0.0916799967152223	0.619745546561977	0.357466096071556	-1.3734706133817	0.520961546115025	0.656413339680132	0.475590598770199	0.254510375211012	0.633529602301871	0.729097186647539	0.503011331501664	-0.232942686844719	1.05316095747357	0.759191549799163	0.826949118843983	1.04598331610971	0.858252073609462	1.11056025901611	0.504525494096552	-0.0883238538611851	0.478929122294193	0.404357722598488	0.197811856508263	-0.926888131018016	0.217771976734387	0.287580145788858	0.182110512167464	0.418897063846355	0.336341809202232
ANXA11	-1.92744060197868	-1.49629040171603	-1.43635821320765	0.325951596282441	-1.29992147221482	-0.215958885175868	-1.0867587246523	-2.65736246779849	-1.80314108055922	-0.275159300490855	-2.49586357526076	-1.44778999596098	-0.280436565181549	-0.505458461720375	-1.73264609318697	-1.22609751263603	-2.42439683098574	-0.590913229546737	-1.47878936550696	-2.62408504742741	-1.87579677513798	-1.53112462440598	-1.43710392434983	-1.20535523525969	-1.66377918093781	-1.25033020563876	-0.277430568067143	-1.13164048870361	-0.915648071087303	-1.13069863779695	-2.01086240745791	-0.528300128954808	-1.78438887102296	0.652841101051802	-1.16270319786863	-1.11305572004306	-1.78683596683949	-1.25645737608589
C21orf33	1.31328494340976	1.27930467206616	1.35328236207275	1.44553362634362	0.0818527747688108	0.830200737831023	0.582933394349584	0.762836701636859	0.930170721531359	0.917638123539048	0.828196122901944	0.356130625846419	2.17841019450071	0.43040229959728	0.381713495356274	0.965353775544423	1.23527048877957	0.620742205095944	1.27638381693512	0.694463031320673	0.17779772622405	1.02995915308523	0.513519133566943	1.23178257720775	1.12526693942589	0.843934561684274	1.19012381960171	0.903003379521518	1.36231314533969	0.911775293307841	0.769671889845432	0.779998690020978	0.626260880017276	1.17839481861283	0.67237846391779	0.775293362911738	0.538670615861645	1.38146610762774
PREP	0.780816925211962	1.57476647399506	0.720142102365876	1.0097340603452	0.262716758545907	0.670608581076684	0.944163199524872	1.68450639909402	1.28628371539368	0.738236487265441	0.875946384668361	1.41096506576312	0.323232794207191	-0.969058107267166	0.803531662927035	1.13088837203053	0.931873288501523	0.287899039508492	1.08779410045395	1.53283600311683	1.49237813606046	-1.06186454648538	-0.485022145738111	-0.507557021095418	0.13535165242936	1.3362206042028	0.650824834107155	0.92422010331466	0.869303209262663	1.08646299872723	0.878587389971637	0.880860020779427	0.457105772380324	0.544801161914711	1.53232956207508	1.08363098658423	1.72724717191883	1.07211801789348
PPP1R7	0.466056220987729	0.100575050433323	0.564154922820019	1.18348329957483	0.794486563314789	1.23142024252636	1.66165001160653	1.37863660085208	1.79854000224141	-0.356513825010426	1.95261946985198	1.69289450159587	0.401492154084082	0.22553633574959	1.6183053937677	1.0764715066279	1.77249320524483	1.76838712929488	1.85847038949868	1.7196307946749	1.46860991364088	0.86811980656354	0.634825912396067	0.892425515356454	1.1505660625427	1.43275146230703	0.284560898883944	0.985879578922174	0.909346542543081	1.07434888361158	1.80111912974064	1.05750542920619	0.748007638625129	0.24231667410755	0.915415982267335	0.567952750673257	1.64542145185519	1.21837409550196
SEPT11	0.949188399643753	1.1282818352447	1.01105886409262	2.06465951069312	1.06136553214004	2.29224489005415	1.6635580184072	1.49041142031846	1.91971498785498	1.10684171444115	1.80280574199806	2.07761445217855	0.972257859331655	0.804984455354155	2.03113476821916	1.9418416381696	2.45689144488667	1.32792496445836	1.71919637739798	1.16431690170085	2.31876051729858	0.933484870845247	1.1697663116903	1.3905889039046	1.41088023827023	1.87143548320444	1.93625305595424	2.0348343571732	1.72230344859142	1.03943842979128	2.03237368790802	1.71970343014819	1.88732893366782	1.01899217623895	1.40100995128262	1.44821109571044	1.45767661177695	2.23594270457849
NUP35	0.154779832508951	-0.810117213675168	0.332715909020106	-0.657892359575838	-0.370278194773351	-0.87833552901039	-0.923004886552581	-0.0920359153688434	-0.999191025521949	-0.862818987955998	-0.695639345798082	-0.908627959291445	-0.198073028065237	-0.288126433871548	-1.01772938818804	-0.515807157332598	-0.979403773201459	0.021038475306202	-0.0409442094257584	-0.103848447350254	-0.847995312463625	-0.290194348670948	-0.789472209406068	-0.00189061372200187	-0.304683874657567	-0.600610570544317	-0.3048146672917	-0.249605804519009	-0.316818328933432	0.0722640352907773	-0.663811284295788	-0.220116709766447	0.173378192928511	0.150887727392326	-0.218408363931099	-0.403204919518763	0.206916253997768	-0.619793778850241
CAPZA1	-0.481793785418139	-0.726283869204977	-0.739482683300918	-0.321752235340572	-0.0293292304323379	0.104584180213023	-0.899916944335819	-0.0294764292622879	-1.19758971596212	-0.574571831973052	-0.91531126848125	-0.277518035468724	-0.753956828476853	0.065634735830209	-0.944557492425915	0.0492627383651049	-0.125462756414603	-1.01090647274319	-0.892722108113464	-0.36870577397456	-1.15161314802934	-0.223596995337106	-0.0255047884091288	0.249764949497995	0.136777997638227	-0.722919821924533	0.299896157698946	0.112357556774724	-0.256916069787214	0.0275383801991813	-0.355392278230533	-0.42940865438574	-0.40617944474594	-0.724094149954746	-0.809549834794151	-0.606808741057859	0.334265448310072	0.0501219720937148
VCP	-0.270508130007378	0.0562552951460961	-0.339506788648916	-0.425001961380386	-0.615204413446678	0.168481721573012	-0.00256865588838276	-0.0992290800000552	-0.128198773826382	-0.17444703776827	0.317197364194098	-0.131993432479124	-0.305066345638899	-0.73213056804414	-0.187764583078871	-0.587507359699889	0.487004925130142	0.0359670843107979	0.0276315684676649	-0.263979012136004	-0.186335726362677	-0.349160015423562	0.0746301008159453	-0.0851349233837726	-0.211084017390237	-0.205163159891147	-0.23286446677736	-0.721636472041698	-0.21693232462146	-0.0130164263391809	-0.176043301021777	-0.391502417657592	0.186347512191081	-0.766215834146407	-0.165784373145925	-0.11806390688463	-0.0604559850364121	-0.274672983852808
PFDN2	-0.0899903535650076	-0.420310652222307	-0.258567294496428	-1.30451234158408	-0.105030329828736	-0.901432337642348	-0.911348627194732	-0.886450825940976	-1.00130357604908	-0.167496012129509	-0.796379160824471	-0.665944522097196	-1.22757758762799	-1.31628245972809	-0.733500377583513	-0.579265118194284	-0.43425699763591	-1.01564230120017	-0.734889759931966	-0.614494626121406	-0.47845771937326	-0.905213018262473	-0.971741972181056	-0.949719085773899	-0.85985771906252	-0.289353029132065	-0.21975008302082	-0.706583441180522	0.209851531493199	-0.700377417578069	-0.108813661572409	-0.37361721250021	-0.117909348310351	-0.687425291880757	-0.220943921959987	-0.21765642350155	-0.35513232452922	-0.60088256613873
